Time(ms),A1
46676,634
46677,443
46678,475
46679,540
46680,581
46681,518
46682,439
46683,659
46684,643
46685,528
46686,405
46687,465
46688,618
46689,545
46690,633
46691,428
46692,560
46693,530
46694,547
46695,481
46696,482
46697,472
46698,613
46699,425
46700,689
46701,470
46702,576
46703,488
46704,576
46705,426
46706,688
46707,462
46708,418
46709,677
46710,466
46711,637
46712,536
46713,562
46714,692
46715,427
46716,655
46717,690
46718,511
46719,639
46720,642
46721,552
46722,664
46723,451
46724,664
46725,453
46726,532
46727,590
46728,523
46729,617
46730,470
46731,613
46732,432
46733,570
46734,690
46735,636
46736,501
46737,409
46738,440
46739,525
46740,672
46741,410
46742,594
46743,419
46744,672
46745,634
46746,626
46747,626
46748,671
46749,678
46750,523
46751,594
46752,470
46753,631
46754,572
46755,602
46756,432
46757,610
46758,581
46759,640
46760,450
46761,428
46762,405
46763,532
46764,495
46765,481
46766,676
46767,616
46768,679
46769,530
46770,485
46771,492
46772,470
46773,590
46774,613
46775,446
46776,617
46777,488
46778,674
46779,626
46780,616
46781,639
46782,569
46783,631
46784,507
46785,632
46786,569
46787,534
46788,530
46789,436
46790,658
46791,523
46792,662
46793,616
46794,569
46795,497
46796,585
46797,612
46798,631
46799,566
46800,560
46801,683
46802,583
46803,424
46804,541
46805,582
46806,483
46807,630
46808,622
46809,557
46810,584
46811,582
46812,484
46813,464
46814,451
46815,402
46816,476
46817,534
46818,469
46819,561
46820,495
46821,415
46822,629
46823,666
46824,405
46825,509
46826,542
46827,554
46828,606
46829,565
46830,659
46831,572
46832,520
46833,539
46834,567
46835,483
46836,593
46837,675
46838,667
46839,437
46840,641
46841,598
46842,697
46843,404
46844,502
46845,537
46846,692
46847,465
46848,466
46849,669
46850,446
46851,579
46852,467
46853,514
46854,425
46855,446
46856,606
46857,472
46858,658
46859,429
46860,402
46861,408
46862,407
46863,408
46864,551
46865,541
46866,673
46867,426
46868,470
46869,618
46870,689
46871,655
46872,502
46873,546
46874,557
46875,539
46876,542
46877,508
46878,463
46879,670
46880,585
46881,400
46882,406
46883,400
46884,660
46885,446
46886,665
46887,401
46888,422
46889,483
46890,603
46891,626
46892,651
46893,550
46894,646
46895,416
46896,401
46897,596
46898,668
46899,460
46900,666
46901,496
46902,682
46903,646
46904,434
46905,673
46906,467
46907,588
46908,440
46909,495
46910,570
46911,466
46912,518
46913,570
46914,585
46915,469
46916,644
46917,558
46918,683
46919,506
46920,435
46921,594
46922,667
46923,475
46924,679
46925,479
46926,497
46927,681
46928,517
46929,622
46930,651
46931,479
46932,569
46933,556
46934,401
46935,602
46936,657
46937,650
46938,545
46939,674
46940,418
46941,651
46942,683
46943,449
46944,536
46945,625
46946,620
46947,512
46948,548
46949,447
46950,457
46951,596
46952,624
46953,536
46954,594
46955,605
46956,417
46957,667
46958,614
46959,605
46960,523
46961,415
46962,564
46963,547
46964,675
46965,632
46966,424
46967,667
46968,694
46969,470
46970,599
46971,446
46972,424
46973,612
46974,432
46975,613
46976,610
46977,428
46978,658
46979,438
46980,659
46981,564
46982,494
46983,619
46984,667
46985,517
46986,465
46987,592
46988,434
46989,574
46990,511
46991,689
46992,479
46993,510
46994,491
46995,585
46996,440
46997,486
46998,623
46999,450
47000,525
47001,545
47002,440
47003,423
47004,683
47005,435
47006,676
47007,583
47008,553
47009,581
47010,699
47011,553
47012,549
47013,401
47014,696
47015,453
47016,645
47017,445
47018,474
47019,548
47020,402
47021,408
47022,401
47023,637
47024,427
47025,689
47026,580
47027,665
47028,482
47029,652
47030,657
47031,447
47032,533
47033,699
47034,598
47035,691
47036,535
47037,482
47038,665
47039,618
47040,418
47041,417
47042,578
47043,422
47044,643
47045,506
47046,530
47047,409
47048,598
47049,489
47050,543
47051,694
47052,508
47053,603
47054,443
47055,407
47056,552
47057,416
47058,636
47059,455
47060,443
47061,640
47062,438
47063,529
47064,497
47065,680
47066,479
47067,687
47068,633
47069,568
47070,478
47071,470
47072,662
47073,599
47074,610
47075,417
47076,672
47077,609
47078,516
47079,503
47080,476
47081,410
47082,450
47083,406
47084,436
47085,660
47086,461
47087,599
47088,489
47089,478
47090,454
47091,620
47092,491
47093,473
47094,455
47095,631
47096,578
47097,460
47098,516
47099,477
47100,635
47101,432
47102,454
47103,642
47104,673
47105,473
47106,420
47107,600
47108,553
47109,653
47110,606
47111,548
47112,582
47113,696
47114,660
47115,443
47116,543
47117,643
47118,404
47119,461
47120,425
47121,583
47122,435
47123,429
47124,468
47125,631
47126,575
47127,677
47128,432
47129,468
47130,654
47131,449
47132,422
47133,653
47134,563
47135,672
47136,580
47137,649
47138,636
47139,631
47140,521
47141,641
47142,533
47143,470
47144,678
47145,618
47146,584
47147,616
47148,680
47149,680
47150,524
47151,578
47152,434
47153,469
47154,577
47155,448
47156,467
47157,406
47158,493
47159,480
47160,649
47161,437
47162,444
47163,536
47164,628
47165,582
47166,603
47167,510
47168,467
47169,437
47170,597
47171,491
47172,663
47173,642
47174,515
47175,494
47176,612
47177,645
47178,572
47179,684
47180,478
47181,679
47182,548
47183,678
47184,625
47185,517
47186,472
47187,405
47188,421
47189,578
47190,595
47191,508
47192,584
47193,454
47194,628
47195,418
47196,615
47197,447
47198,559
47199,672
47200,495
47201,429
47202,520
47203,589
47204,551
47205,654
47206,590
47207,541
47208,645
47209,433
47210,586
47211,485
47212,560
47213,517
47214,510
47215,457
47216,417
47217,539
47218,593
47219,529
47220,611
47221,683
47222,519
47223,441
47224,402
47225,628
47226,628
47227,540
47228,456
47229,615
47230,530
47231,513
47232,590
47233,642
47234,693
47235,427
47236,425
47237,483
47238,601
47239,460
47240,584
47241,645
47242,400
47243,642
47244,431
47245,634
47246,416
47247,488
47248,451
47249,563
47250,431
47251,597
47252,600
47253,506
47254,695
47255,427
47256,686
47257,518
47258,430
47259,553
47260,659
47261,506
47262,650
47263,506
47264,516
47265,644
47266,478
47267,628
47268,422
47269,596
47270,587
47271,616
47272,646
47273,553
47274,594
47275,515
47276,595
47277,454
47278,574
47279,543
47280,616
47281,656
47282,526
47283,572
47284,493
47285,618
47286,451
47287,418
47288,636
47289,570
47290,674
47291,694
47292,559
47293,639
47294,464
47295,616
47296,446
47297,473
47298,563
47299,597
47300,547
47301,485
47302,408
47303,652
47304,631
47305,646
47306,400
47307,666
47308,504
47309,633
47310,656
47311,480
47312,522
47313,571
47314,672
47315,646
47316,593
47317,511
47318,422
47319,601
47320,505
47321,493
47322,424
47323,544
47324,418
47325,609
47326,481
47327,445
47328,434
47329,601
47330,422
47331,699
47332,664
47333,586
47334,697
47335,589
47336,639
47337,526
47338,690
47339,510
47340,442
47341,533
47342,412
47343,410
47344,501
47345,596
47346,454
47347,582
47348,418
47349,661
47350,408
47351,547
47352,424
47353,471
47354,456
47355,421
47356,435
47357,578
47358,467
47359,400
47360,447
47361,551
47362,596
47363,457
47364,447
47365,633
47366,587
47367,513
47368,489
47369,568
47370,576
47371,591
47372,532
47373,571
47374,417
47375,650
47376,511
47377,439
47378,501
47379,573
47380,595
47381,471
47382,581
47383,640
47384,688
47385,512
47386,562
47387,438
47388,634
47389,470
47390,618
47391,404
47392,640
47393,564
47394,400
47395,583
47396,407
47397,507
47398,584
47399,683
47400,553
47401,433
47402,421
47403,547
47404,550
47405,466
47406,477
47407,631
47408,438
47409,564
47410,498
47411,528
47412,418
47413,670
47414,400
47415,686
47416,579
47417,655
47418,573
47419,449
47420,419
47421,504
47422,589
47423,638
47424,442
47425,404
47426,647
47427,465
47428,650
47429,527
47430,584
47431,587
47432,582
47433,470
47434,465
47435,649
47436,554
47437,478
47438,418
47439,668
47440,444
47441,661
47442,621
47443,528
47444,505
47445,650
47446,520
47447,629
47448,680
47449,626
47450,674
47451,537
47452,572
47453,670
47454,614
47455,627
47456,506
47457,558
47458,535
47459,650
47460,429
47461,497
47462,496
47463,656
47464,671
47465,410
47466,567
47467,610
47468,571
47469,519
47470,584
47471,438
47472,656
47473,678
47474,629
47475,514
47476,490
47477,460
47478,502
47479,614
47480,501
47481,542
47482,489
47483,517
47484,538
47485,639
47486,535
47487,404
47488,608
47489,486
47490,676
47491,520
47492,644
47493,489
47494,539
47495,511
47496,639
47497,671
47498,542
47499,606
47500,518
47501,483
47502,650
47503,677
47504,562
47505,541
47506,430
47507,490
47508,527
47509,666
47510,435
47511,679
47512,612
47513,632
47514,627
47515,697
47516,636
47517,420
47518,495
47519,450
47520,461
47521,552
47522,623
47523,541
47524,440
47525,565
47526,589
47527,696
47528,444
47529,607
47530,495
47531,674
47532,692
47533,634
47534,606
47535,425
47536,606
47537,540
47538,486
47539,497
47540,422
47541,649
47542,649
47543,547
47544,453
47545,438
47546,617
47547,636
47548,676
47549,624
47550,543
47551,687
47552,610
47553,553
47554,658
47555,626
47556,481
47557,487
47558,403
47559,572
47560,431
47561,633
47562,625
47563,605
47564,501
47565,457
47566,668
47567,549
47568,651
47569,443
47570,429
47571,411
47572,413
47573,691
47574,444
47575,599
47576,423
47577,650
47578,518
47579,477
47580,641
47581,602
47582,636
47583,693
47584,486
47585,609
47586,675
47587,496
47588,401
47589,628
47590,642
47591,657
47592,441
47593,612
47594,695
47595,402
47596,415
47597,678
47598,501
47599,476
47600,601
47601,454
47602,608
47603,480
47604,643
47605,634
47606,513
47607,466
47608,696
47609,439
47610,620
47611,502
47612,694
47613,452
47614,695
47615,451
47616,436
47617,466
47618,561
47619,605
47620,451
47621,608
47622,401
47623,528
47624,577
47625,563
47626,421
47627,626
47628,481
47629,563
47630,402
47631,571
47632,517
47633,543
47634,651
47635,665
47636,569
47637,612
47638,680
47639,626
47640,661
47641,654
47642,407
47643,440
47644,656
47645,530
47646,451
47647,501
47648,618
47649,643
47650,674
47651,469
47652,446
47653,516
47654,477
47655,404
47656,653
47657,506
47658,643
47659,572
47660,435
47661,572
47662,579
47663,666
47664,654
47665,472
47666,456
47667,465
47668,531
47669,659
47670,523
47671,491
47672,673
47673,540
47674,631
47675,469
47676,574
47677,485
47678,652
47679,429
47680,554
47681,599
47682,555
47683,644
47684,419
47685,602
47686,551
47687,476
47688,571
47689,649
47690,585
47691,527
47692,410
47693,641
47694,580
47695,664
47696,594
47697,645
47698,499
47699,451
47700,474
47701,532
47702,655
47703,608
47704,542
47705,467
47706,453
47707,666
47708,641
47709,446
47710,514
47711,595
47712,693
47713,529
47714,444
47715,554
47716,481
47717,666
47718,556
47719,424
47720,581
47721,573
47722,696
47723,440
47724,687
47725,448
47726,661
47727,643
47728,456
47729,405
47730,446
47731,462
47732,466
47733,582
47734,561
47735,696
47736,504
47737,662
47738,456
47739,415
47740,458
47741,565
47742,649
47743,433
47744,445
47745,698
47746,446
47747,651
47748,565
47749,531
47750,469
47751,459
47752,604
47753,637
47754,505
47755,583
47756,406
47757,430
47758,615
47759,697
47760,685
47761,525
47762,450
47763,589
47764,450
47765,631
47766,577
47767,557
47768,546
47769,650
47770,531
47771,636
47772,411
47773,542
47774,517
47775,460
47776,580
47777,664
47778,428
47779,662
47780,599
47781,504
47782,478
47783,543
47784,598
47785,505
47786,488
47787,665
47788,650
47789,551
47790,595
47791,525
47792,442
47793,572
47794,453
47795,652
47796,698
47797,595
47798,692
47799,616
47800,568
47801,621
47802,527
47803,415
47804,436
47805,695
47806,624
47807,513
47808,421
47809,698
47810,461
47811,581
47812,684
47813,415
47814,676
47815,536
47816,682
47817,526
47818,485
47819,606
47820,550
47821,450
47822,630
47823,479
47824,530
47825,535
47826,569
47827,562
47828,598
47829,626
47830,447
47831,652
47832,502
47833,435
47834,405
47835,598
47836,411
47837,502
47838,586
47839,577
47840,570
47841,576
47842,488
47843,603
47844,610
47845,612
47846,420
47847,487
47848,412
47849,519
47850,577
47851,528
47852,450
47853,441
47854,494
47855,641
47856,460
47857,627
47858,676
47859,417
47860,643
47861,446
47862,417
47863,600
47864,652
47865,591
47866,448
47867,493
47868,636
47869,621
47870,566
47871,653
47872,456
47873,405
47874,637
47875,620
47876,623
47877,477
47878,419
47879,664
47880,603
47881,541
47882,479
47883,609
47884,655
47885,439
47886,601
47887,485
47888,442
47889,635
47890,469
47891,530
47892,531
47893,647
47894,554
47895,629
47896,488
47897,628
47898,426
47899,637
47900,574
47901,691
47902,460
47903,569
47904,662
47905,515
47906,574
47907,620
47908,527
47909,404
47910,585
47911,571
47912,598
47913,630
47914,687
47915,514
47916,410
47917,503
47918,574
47919,519
47920,636
47921,635
47922,437
47923,671
47924,650
47925,426
47926,522
47927,555
47928,616
47929,593
47930,560
47931,527
47932,577
47933,525
47934,573
47935,434
47936,638
47937,440
47938,585
47939,582
47940,660
47941,433
47942,586
47943,536
47944,601
47945,542
47946,508
47947,556
47948,654
47949,580
47950,618
47951,427
47952,550
47953,499
47954,402
47955,432
47956,598
47957,468
47958,489
47959,416
47960,433
47961,663
47962,459
47963,583
47964,598
47965,640
47966,631
47967,610
47968,451
47969,518
47970,614
47971,548
47972,575
47973,668
47974,404
47975,515
47976,602
47977,436
47978,453
47979,687
47980,683
47981,485
47982,444
47983,683
47984,469
47985,441
47986,671
47987,540
47988,458
47989,639
47990,446
47991,566
47992,509
47993,525
47994,698
47995,508
47996,564
47997,658
47998,475
47999,406
48000,585
48001,675
48002,478
48003,464
48004,514
48005,601
48006,541
48007,497
48008,616
48009,473
48010,692
48011,533
48012,661
48013,683
48014,501
48015,605
48016,540
48017,412
48018,648
48019,522
48020,409
48021,479
48022,566
48023,498
48024,606
48025,550
48026,436
48027,663
48028,404
48029,625
48030,426
48031,523
48032,698
48033,434
48034,636
48035,501
48036,476
48037,481
48038,545
48039,592
48040,623
48041,452
48042,484
48043,528
48044,610
48045,663
48046,582
48047,671
48048,626
48049,411
48050,492
48051,589
48052,485
48053,676
48054,692
48055,660
48056,597
48057,409
48058,487
48059,436
48060,622
48061,574
48062,608
48063,448
48064,423
48065,505
48066,662
48067,605
48068,568
48069,557
48070,640
48071,522
48072,419
48073,455
48074,679
48075,507
48076,539
48077,490
48078,670
48079,609
48080,575
48081,460
48082,683
48083,402
48084,671
48085,563
48086,408
48087,411
48088,473
48089,637
48090,699
48091,507
48092,412
48093,633
48094,644
48095,491
48096,597
48097,515
48098,530
48099,552
48100,520
48101,507
48102,415
48103,698
48104,455
48105,502
48106,607
48107,550
48108,661
48109,442
48110,699
48111,517
48112,678
48113,543
48114,627
48115,603
48116,628
48117,664
48118,536
48119,639
48120,585
48121,550
48122,690
48123,509
48124,439
48125,541
48126,412
48127,452
48128,479
48129,632
48130,438
48131,626
48132,520
48133,464
48134,695
48135,604
48136,534
48137,444
48138,677
48139,534
48140,451
48141,628
48142,467
48143,597
48144,466
48145,402
48146,457
48147,655
48148,664
48149,415
48150,667
48151,501
48152,686
48153,621
48154,420
48155,420
48156,491
48157,683
48158,532
48159,574
48160,612
48161,547
48162,631
48163,564
48164,544
48165,697
48166,622
48167,461
48168,495
48169,511
48170,486
48171,654
48172,512
48173,653
48174,431
48175,463
48176,553
48177,404
48178,609
48179,491
48180,621
48181,589
48182,459
48183,604
48184,611
48185,657
48186,488
48187,635
48188,595
48189,582
48190,650
48191,623
48192,570
48193,597
48194,648
48195,580
48196,676
48197,674
48198,560
48199,647
48200,587
48201,418
48202,643
48203,512
48204,677
48205,450
48206,522
48207,637
48208,461
48209,473
48210,644
48211,431
48212,552
48213,543
48214,414
48215,673
48216,644
48217,678
48218,454
48219,441
48220,451
48221,410
48222,487
48223,626
48224,513
48225,424
48226,491
48227,486
48228,480
48229,649
48230,649
48231,609
48232,408
48233,498
48234,435
48235,456
48236,462
48237,675
48238,612
48239,419
48240,646
48241,405
48242,472
48243,506
48244,492
48245,684
48246,618
48247,448
48248,694
48249,687
48250,576
48251,698
48252,507
48253,683
48254,464
48255,453
48256,698
48257,429
48258,645
48259,609
48260,620
48261,569
48262,613
48263,468
48264,633
48265,414
48266,533
48267,605
48268,423
48269,484
48270,541
48271,539
48272,521
48273,699
48274,578
48275,607
48276,565
48277,440
48278,521
48279,443
48280,474
48281,671
48282,565
48283,649
48284,485
48285,536
48286,438
48287,486
48288,554
48289,559
48290,463
48291,622
48292,545
48293,603
48294,466
48295,404
48296,458
48297,475
48298,659
48299,647
48300,415
48301,474
48302,575
48303,535
48304,676
48305,681
48306,567
48307,429
48308,668
48309,400
48310,570
48311,528
48312,567
48313,460
48314,516
48315,522
48316,659
48317,625
48318,691
48319,585
48320,484
48321,617
48322,542
48323,489
48324,667
48325,475
48326,468
48327,697
48328,559
48329,407
48330,618
48331,487
48332,540
48333,428
48334,412
48335,462
48336,574
48337,615
48338,634
48339,486
48340,473
48341,693
48342,468
48343,468
48344,622
48345,684
48346,521
48347,662
48348,620
48349,563
48350,662
48351,491
48352,665
48353,473
48354,489
48355,695
48356,528
48357,448
48358,485
48359,543
48360,534
48361,514
48362,676
48363,465
48364,586
48365,600
48366,537
48367,451
48368,612
48369,557
48370,689
48371,605
48372,535
48373,474
48374,468
48375,448
48376,601
48377,461
48378,566
48379,604
48380,548
48381,520
48382,496
48383,452
48384,408
48385,650
48386,523
48387,521
48388,598
48389,494
48390,429
48391,491
48392,483
48393,414
48394,542
48395,608
48396,422
48397,543
48398,486
48399,592
48400,572
48401,662
48402,694
48403,449
48404,447
48405,448
48406,567
48407,566
48408,481
48409,462
48410,627
48411,613
48412,529
48413,553
48414,641
48415,495
48416,631
48417,637
48418,417
48419,645
48420,459
48421,529
48422,448
48423,565
48424,567
48425,652
48426,463
48427,432
48428,457
48429,463
48430,524
48431,460
48432,648
48433,537
48434,465
48435,578
48436,685
48437,680
48438,570
48439,642
48440,519
48441,591
48442,586
48443,626
48444,665
48445,591
48446,639
48447,493
48448,525
48449,498
48450,642
48451,419
48452,516
48453,498
48454,554
48455,584
48456,402
48457,556
48458,574
48459,468
48460,420
48461,697
48462,517
48463,676
48464,529
48465,605
48466,596
48467,534
48468,602
48469,434
48470,429
48471,656
48472,581
48473,607
48474,528
48475,462
48476,476
48477,414
48478,458
48479,550
48480,507
48481,506
48482,538
48483,679
48484,471
48485,510
48486,625
48487,505
48488,558
48489,549
48490,413
48491,404
48492,526
48493,672
48494,610
48495,616
48496,478
48497,492
48498,637
48499,633
48500,576
48501,654
48502,531
48503,664
48504,691
48505,578
48506,545
48507,542
48508,419
48509,457
48510,695
48511,465
48512,412
48513,461
48514,445
48515,492
48516,622
48517,422
48518,466
48519,513
48520,605
48521,465
48522,449
48523,540
48524,657
48525,433
48526,695
48527,652
48528,468
48529,588
48530,552
48531,602
48532,476
48533,590
48534,427
48535,612
48536,455
48537,511
48538,642
48539,553
48540,554
48541,681
48542,670
48543,449
48544,467
48545,531
48546,557
48547,664
48548,569
48549,669
48550,619
48551,439
48552,688
48553,478
48554,638
48555,459
48556,636
48557,475
48558,438
48559,598
48560,504
48561,469
48562,681
48563,457
48564,578
48565,621
48566,543
48567,426
48568,560
48569,550
48570,572
48571,610
48572,421
48573,697
48574,432
48575,508
48576,446
48577,495
48578,524
48579,694
48580,424
48581,481
48582,457
48583,425
48584,696
48585,443
48586,484
48587,421
48588,625
48589,436
48590,500
48591,541
48592,403
48593,423
48594,590
48595,668
48596,426
48597,480
48598,520
48599,468
48600,471
48601,645
48602,645
48603,652
48604,472
48605,673
48606,415
48607,578
48608,439
48609,438
48610,455
48611,632
48612,453
48613,571
48614,588
48615,442
48616,403
48617,660
48618,457
48619,436
48620,634
48621,664
48622,414
48623,487
48624,498
48625,504
48626,616
48627,590
48628,614
48629,597
48630,504
48631,426
48632,581
48633,482
48634,558
48635,629
48636,634
48637,687
48638,417
48639,683
48640,470
48641,614
48642,516
48643,499
48644,487
48645,552
48646,694
48647,576
48648,531
48649,521
48650,610
48651,467
48652,456
48653,412
48654,592
48655,462
48656,552
48657,422
48658,429
48659,588
48660,508
48661,459
48662,465
48663,565
48664,540
48665,451
48666,579
48667,431
48668,613
48669,664
48670,416
48671,525
48672,481
48673,439
48674,503
48675,618
48676,581
48677,555
48678,577
48679,417
48680,540
48681,560
48682,613
48683,621
48684,661
48685,444
48686,586
48687,640
48688,624
48689,447
48690,510
48691,482
48692,503
48693,473
48694,454
48695,401
48696,641
48697,657
48698,409
48699,475
48700,657
48701,520
48702,614
48703,644
48704,579
48705,699
48706,689
48707,472
48708,608
48709,640
48710,572
48711,404
48712,616
48713,613
48714,437
48715,460
48716,494
48717,632
48718,676
48719,435
48720,400
48721,549
48722,614
48723,445
48724,464
48725,405
48726,480
48727,588
48728,550
48729,547
48730,427
48731,564
48732,534
48733,653
48734,611
48735,679
48736,479
48737,668
48738,414
48739,486
48740,622
48741,490
48742,665
48743,505
48744,652
48745,598
48746,455
48747,638
48748,617
48749,611
48750,588
48751,501
48752,542
48753,684
48754,469
48755,464
48756,597
48757,415
48758,662
48759,459
48760,409
48761,407
48762,489
48763,436
48764,483
48765,633
48766,649
48767,639
48768,503
48769,610
48770,624
48771,678
48772,565
48773,445
48774,401
48775,575
48776,672
48777,517
48778,671
48779,572
48780,551
48781,592
48782,491
48783,560
48784,505
48785,628
48786,502
48787,531
48788,656
48789,688
48790,500
48791,420
48792,648
48793,591
48794,472
48795,567
48796,461
48797,570
48798,520
48799,615
48800,573
48801,423
48802,537
48803,498
48804,456
48805,646
48806,571
48807,600
48808,506
48809,447
48810,685
48811,445
48812,519
48813,459
48814,546
48815,503
48816,467
48817,561
48818,614
48819,517
48820,636
48821,617
48822,523
48823,516
48824,662
48825,569
48826,595
48827,549
48828,645
48829,681
48830,590
48831,573
48832,480
48833,571
48834,563
48835,696
48836,510
48837,606
48838,469
48839,497
48840,404
48841,584
48842,603
48843,411
48844,638
48845,679
48846,514
48847,609
48848,532
48849,622
48850,580
48851,427
48852,592
48853,655
48854,510
48855,593
48856,523
48857,490
48858,535
48859,682
48860,628
48861,544
48862,641
48863,430
48864,660
48865,459
48866,488
48867,500
48868,697
48869,678
48870,520
48871,642
48872,476
48873,672
48874,457
48875,646
48876,495
48877,444
48878,690
48879,657
48880,658
48881,645
48882,639
48883,527
48884,601
48885,675
48886,606
48887,439
48888,455
48889,559
48890,495
48891,515
48892,611
48893,486
48894,667
48895,443
48896,482
48897,610
48898,408
48899,556
48900,588
48901,530
48902,614
48903,514
48904,522
48905,591
48906,547
48907,427
48908,523
48909,476
48910,474
48911,585
48912,438
48913,633
48914,647
48915,530
48916,404
48917,658
48918,644
48919,477
48920,514
48921,403
48922,530
48923,626
48924,527
48925,408
48926,517
48927,587
48928,538
48929,524
48930,622
48931,658
48932,466
48933,484
48934,461
48935,413
48936,521
48937,678
48938,522
48939,476
48940,671
48941,545
48942,668
48943,455
48944,617
48945,572
48946,439
48947,558
48948,431
48949,647
48950,528
48951,690
48952,435
48953,465
48954,684
48955,556
48956,442
48957,674
48958,520
48959,591
48960,430
48961,418
48962,684
48963,472
48964,475
48965,587
48966,578
48967,536
48968,561
48969,689
48970,446
48971,423
48972,683
48973,573
48974,661
48975,629
48976,590
48977,517
48978,452
48979,591
48980,459
48981,410
48982,659
48983,669
48984,540
48985,542
48986,512
48987,663
48988,410
48989,498
48990,422
48991,638
48992,508
48993,662
48994,559
48995,619
48996,571
48997,493
48998,521
48999,699
49000,596
49001,450
49002,419
49003,429
49004,699
49005,485
49006,629
49007,556
49008,580
49009,511
49010,538
49011,409
49012,690
49013,637
49014,531
49015,584
49016,694
49017,607
49018,649
49019,488
49020,435
49021,403
49022,633
49023,668
49024,469
49025,406
49026,555
49027,692
49028,685
49029,473
49030,411
49031,511
49032,429
49033,435
49034,629
49035,676
49036,505
49037,687
49038,649
49039,462
49040,443
49041,548
49042,445
49043,574
49044,553
49045,660
49046,532
49047,686
49048,555
49049,640
49050,526
49051,592
49052,668
49053,521
49054,545
49055,551
49056,556
49057,555
49058,501
49059,651
49060,666
49061,458
49062,504
49063,668
49064,446
49065,487
49066,570
49067,551
49068,575
49069,544
49070,621
49071,414
49072,537
49073,649
49074,549
49075,668
49076,480
49077,464
49078,541
49079,699
49080,646
49081,592
49082,682
49083,653
49084,572
49085,677
49086,689
49087,585
49088,623
49089,461
49090,483
49091,426
49092,530
49093,526
49094,410
49095,679
49096,684
49097,596
49098,624
49099,663
49100,674
49101,467
49102,632
49103,498
49104,621
49105,523
49106,501
49107,663
49108,629
49109,522
49110,626
49111,627
49112,552
49113,548
49114,408
49115,623
49116,422
49117,591
49118,626
49119,453
49120,491
49121,414
49122,578
49123,403
49124,500
49125,529
49126,406
49127,583
49128,434
49129,631
49130,553
49131,463
49132,646
49133,455
49134,628
49135,652
49136,692
49137,451
49138,414
49139,579
49140,476
49141,614
49142,622
49143,553
49144,444
49145,420
49146,480
49147,452
49148,556
49149,546
49150,581
49151,477
49152,518
49153,504
49154,401
49155,514
49156,431
49157,461
49158,496
49159,534
49160,497
49161,614
49162,483
49163,556
49164,506
49165,530
49166,421
49167,483
49168,488
49169,625
49170,505
49171,500
49172,695
49173,547
49174,629
49175,486
49176,410
49177,535
49178,492
49179,691
49180,552
49181,495
49182,461
49183,486
49184,610
49185,482
49186,626
49187,411
49188,552
49189,404
49190,475
49191,403
49192,482
49193,434
49194,641
49195,543
49196,479
49197,474
49198,698
49199,683
49200,614
49201,645
49202,637
49203,418
49204,473
49205,454
49206,482
49207,563
49208,566
49209,515
49210,696
49211,587
49212,654
49213,418
49214,403
49215,589
49216,680
49217,462
49218,668
49219,653
49220,514
49221,659
49222,401
49223,466
49224,685
49225,531
49226,447
49227,442
49228,492
49229,540
49230,446
49231,630
49232,623
49233,683
49234,436
49235,427
49236,557
49237,621
49238,408
49239,469
49240,465
49241,494
49242,580
49243,469
49244,633
49245,660
49246,419
49247,585
49248,463
49249,577
49250,634
49251,649
49252,694
49253,439
49254,686
49255,658
49256,639
49257,471
49258,429
49259,428
49260,486
49261,507
49262,429
49263,445
49264,536
49265,662
49266,462
49267,443
49268,650
49269,606
49270,458
49271,605
49272,483
49273,412
49274,636
49275,557
49276,503
49277,442
49278,578
49279,663
49280,642
49281,436
49282,649
49283,519
49284,591
49285,694
49286,461
49287,609
49288,694
49289,451
49290,609
49291,678
49292,601
49293,538
49294,418
49295,494
49296,529
49297,504
49298,596
49299,659
49300,438
49301,530
49302,553
49303,440
49304,521
49305,643
49306,644
49307,543
49308,585
49309,434
49310,610
49311,432
49312,558
49313,591
49314,562
49315,651
49316,438
49317,530
49318,495
49319,540
49320,669
49321,568
49322,674
49323,498
49324,460
49325,616
49326,476
49327,607
49328,444
49329,601
49330,609
49331,534
49332,421
49333,459
49334,697
49335,458
49336,630
49337,684
49338,582
49339,500
49340,513
49341,441
49342,428
49343,676
49344,496
49345,590
49346,437
49347,606
49348,593
49349,539
49350,688
49351,656
49352,624
49353,427
49354,589
49355,644
49356,448
49357,603
49358,514
49359,419
49360,484
49361,652
49362,451
49363,547
49364,585
49365,572
49366,513
49367,401
49368,433
49369,681
49370,560
49371,569
49372,493
49373,647
49374,407
49375,509
49376,431
49377,450
49378,567
49379,465
49380,430
49381,411
49382,686
49383,422
49384,560
49385,663
49386,589
49387,640
49388,479
49389,670
49390,503
49391,477
49392,411
49393,682
49394,510
49395,659
49396,595
49397,583
49398,545
49399,574
49400,599
49401,587
49402,505
49403,472
49404,671
49405,613
49406,585
49407,539
49408,566
49409,542
49410,471
49411,546
49412,500
49413,484
49414,694
49415,542
49416,594
49417,583
49418,466
49419,621
49420,661
49421,421
49422,565
49423,501
49424,509
49425,578
49426,566
49427,533
49428,429
49429,485
49430,408
49431,535
49432,689
49433,535
49434,539
49435,442
49436,504
49437,430
49438,569
49439,560
49440,674
49441,652
49442,618
49443,512
49444,619
49445,582
49446,659
49447,411
49448,645
49449,649
49450,457
49451,400
49452,602
49453,443
49454,494
49455,693
49456,408
49457,661
49458,652
49459,495
49460,529
49461,435
49462,504
49463,598
49464,690
49465,429
49466,492
49467,635
49468,594
49469,655
49470,430
49471,424
49472,400
49473,517
